time,key,degree,quality,inversion,roman_numeral_notation
75,E-,5,M,1,V6
76,E-,5/5,D7,2,V43/V
77,E-,5,M,0,V
78,E-,5,D7,3,V42
79,E-,5,D7,3,V42
80,E-,5,M,0,V
81,E-,1,M,0,I
82,E-,1,M,0,I
83,E-,1,M,0,I
84,E-,1,M,1,I6
85,E-,1,M,1,I6
86,E-,1,M,1,I6
87,E-,1,M,1,I6
88,E-,1,M,1,I6
89,E-,1,M,1,I6
90,E-,2,m7,1,ii65
91,E-,2,m7,1,ii65
92,E-,5,M,0,V
93,E-,5/5,M,2,V64/V
94,E-,7,d7,0,vii-7
95,E-,1,M,0,I
96,E-,4,M,0,IV
97,E-,4,M,0,IV
98,E-,5,D7,0,V7
99,E-,1,M,0,I
100,E-,1,M,0,I
101,E-,5,D7,0,V7
102,E-,1,M,0,I
103,E-,1,M,0,I
104,E-,5,D7,0,V7
105,E-,1,M,0,I
106,E-,1,M,0,I
107,E-,1,M,0,I
108,E-,1,M,0,I
109,E-,1,M,0,I
110,E-,1,M,0,I
111,E-,1,M,0,I
112,E-,1,M,0,I
113,E-,1,M,0,I
114,f,6,M,0,VI
115,f,6,M,0,VI
116,f,6,M,0,VI
117,f,1,m,0,i
118,f,1,m,0,i
119,f,1,m,0,i
120,f,5,D7,0,V7
121,f,5,D7,0,V7
122,f,5,D7,0,V7
123,f,5,D7,0,V7
124,f,5,D7,0,V7
125,f,5,D7,0,V7
126,f,1,m,0,i
127,f,1,m,0,i
128,f,1,m,0,i
129,f,1,m,0,i
130,f,1,m,0,i
131,f,1,m,0,i
132,f,5,D7,0,V7
133,f,5,D7,0,V7
134,f,5,D7,0,V7
135,f,1,m,0,i
136,f,1,m,0,i
137,f,1,m,0,i
138,D-,5,D7,2,V43
139,D-,5,D7,2,V43
140,D-,5,D7,2,V43
141,D-,1,M,0,I
142,D-,1,M,0,I
143,D-,1,M,0,I
144,D-,5,D7,0,V7
145,D-,5,D7,0,V7
146,D-,5,D7,0,V7
147,b-,1,m,1,i6
148,b-,1,m,1,i6
149,b-,1,m,1,i6
150,b-,5,D7,2,V43
151,b-,5,D7,2,V43
152,b-,5,D7,2,V43
153,b-,1,m,0,i
154,b-,1,m,0,i
155,b-,1,m,0,i
156,b-,5,D7,0,V7
157,b-,5,D7,0,V7
158,b-,5,D7,0,V7
159,A-,2,m,0,ii
160,A-,2,m,0,ii
161,A-,2,m,0,ii
162,A-,5,D7,1,V65
163,A-,5,D7,1,V65
164,A-,5,D7,1,V65
165,A-,1,M,0,I
166,A-,1,M,0,I
167,A-,1,M,0,I
168,A-,5,D7,2,V43
169,A-,5,D7,2,V43
170,A-,5,D7,2,V43
171,A-,1,M,1,I6
172,A-,7/3,d7,0,vii-7/iii
173,A-,4,M,0,IV
174,A-,5,D7,0,V7
175,A-,5,D7,0,V7
176,A-,5,D7,0,V7
177,A-,1,M,1,I6
178,A-,1,M,1,I6
179,A-,1,M,1,I6
180,A-,2,m7,1,ii65
181,A-,2,m7,1,ii65
182,A-,2,m7,1,ii65
183,D-,5,D7,1,V65
184,D-,5,D7,1,V65
185,D-,5,D7,1,V65
186,D-,1,M,0,I
187,D-,1,M,0,I
188,D-,1,M,0,I
189,D-,5,D7,2,V43
190,D-,5,D7,2,V43
191,D-,5,D7,2,V43
192,D-,5,D7,3,V42
193,D-,5,D7,3,V42
194,D-,5,D7,3,V42
195,D-,1,M,1,I6
196,D-,1,M,1,I6
197,D-,1,M,1,I6
198,E,6,m,1,vi6
199,E,6,m,1,vi6
200,E,6,m,1,vi6
201,E,5,M,1,V6
202,E,5,M,1,V6
203,E,5,M,1,V6
204,E,5,D7,1,V65
205,E,5,D7,1,V65
206,E,5,D7,1,V65
207,E,1,M,0,I
208,E,1,M,0,I
209,E,1,M,0,I
210,E,5,D7,2,V43
211,E,5,D7,2,V43
212,E,5,D7,2,V43
213,E,1,M,1,I6
214,E,1,M,1,I6
215,E,1,M,1,I6
216,E,5,D7,1,V65
217,E,5,D7,1,V65
218,E,5,D7,1,V65
219,E,1,M,0,I
220,E,4,M,1,IV6
221,E,+4,a6,1,It+6
222,E,1,M,2,I64
223,E,1,M,1,I6
224,E,4,M,0,IV
225,E,4,M,0,IV
226,E,1,M,1,I6
227,E,2,m,0,ii
228,E,1,M,1,I6
229,E,2,m,0,ii
230,A-,6,m,0,vi
231,A-,5,M,0,V
232,A-,5,M,0,V
233,A-,1,M,0,I
234,A-,4,M,0,IV
235,A-,1,M,1,I6
236,A-,2,m,0,ii
237,A-,1,M,1,I6
238,A-,2,m,0,ii
239,A-,1,M,0,I
240,A-,4,M,0,IV
241,A-,3,m,0,iii
242,A-,2,m,0,ii
243,A-,3,m,0,iii
244,A-,2,m,0,ii
245,A-,5,D7,3,V42
246,A-,1,M,1,I6
247,A-,5,D7,3,V42
248,A-,5/5,D7,0,V7/V
249,A-,1,M,1,I6
250,A-,5/5,D7,0,V7/V
251,A-,5/5,D7,3,V42/V
252,A-,5,M,1,V6
253,A-,5/5,D7,2,V43/V
254,A-,5,M,0,V
255,A-,5,D7,3,V42
256,A-,5,D7,3,V42
257,A-,5,M,0,V
258,A-,1,M,0,I
259,A-,1,M,0,I
260,A-,1,M,0,I
261,A-,1,M,1,I6
262,A-,1,M,1,I6
263,A-,1,M,1,I6
264,A-,1,M,1,I6
265,A-,1,M,1,I6
266,A-,1,M,1,I6
267,A-,2,m7,1,ii65
268,A-,2,m7,1,ii65
269,A-,5,M,0,V
270,A-,7/5,d7,1,vii-65/V
271,A-,7,d7,0,vii-7
272,A-,1,M,0,I
273,A-,4,M,0,IV
274,A-,4,M,0,IV
275,A-,5,M,0,V
276,A-,1,M,0,I
277,A-,1,M,0,I
278,A-,5,D7,0,V7
279,A-,1,M,0,I
280,A-,1,M,0,I
281,A-,5,D7,0,V7
282,A-,1,M,0,I
283,A-,1,M,0,I
284,A-,1,M,0,I
285,A-,1,M,0,I
286,A-,1,M,0,I
287,A-,1,M,0,I
288,A-,5/5,D7,2,V43/V
289,A-,5/5,D7,2,V43/V
290,A-,5/5,D7,2,V43/V
291,A-,5,M,0,V
292,A-,5,M,0,V
293,A-,5,M,0,V
294,A-,5/5,D7,2,V43/V
295,A-,5/5,D7,2,V43/V
296,A-,5/5,D7,2,V43/V
297,A-,5,M,0,V
298,A-,5,D7,3,V42
299,A-,5,D7,3,V42
300,A-,1,M,1,I6
301,A-,1,M,1,I6
302,A-,1,M,1,I6
303,A-,7/6,d7,0,vii-7/vi
304,A-,7/6,d7,0,vii-7/vi
305,A-,7/6,d7,0,vii-7/vi
306,A-,6,m,0,vi
307,A-,6,m,0,vi
308,A-,6,m,0,vi
309,A-,5,M,0,V
310,A-,5,M,0,V
311,A-,5,M,0,V
312,A-,1,M,0,I
313,A-,1,M,0,I
314,A-,1,M,0,I
315,A-,5,D7,2,V43
316,A-,5,D7,2,V43
317,A-,5,D7,2,V43
318,A-,1,M,1,I6
319,A-,1,M,1,I6
320,A-,1,M,1,I6
321,A-,5,D7,1,V65
322,A-,5,D7,1,V65
323,A-,5,D7,1,V65
324,A-,1,M,0,I
325,A-,4,M,1,IV6
326,A-,1,M,1,I6
327,A-,4,M,0,IV
328,A-,5,D7,2,V43
329,A-,1,M,1,I6
330,A-,4,M,0,IV
331,A-,4,M,0,IV
332,A-,5,M,0,V
333,A-,1,M,1,I6
334,A-,1,M,1,I6
335,A-,1,M,1,I6
336,A-,4,M7,0,IV7
337,A-,4,M7,0,IV7
338,A-,5,M,0,V
339,A-,1,M,0,I
340,A-,4,M,1,IV6
341,A-,5,D7,0,V7
342,A-,5,D7,0,V7
343,A-,5,D7,0,V7
